"Printer","Model","Serial Number","Memory","Print Speed","Color","Duplex","Copy","Scan to Fax","Scan to Email","Scan to Network","Fax Receive","Workflow Profile Capable","eSF Capable"
"157.184.114.124","Lexmark X544","752794PTB2162","","","","","","","","","","",""
"157.184.114.156","Lexmark X466dte","UQ6NS00","","","","","","","","","","",""
"157.184.114.191","Lexmark X925","754101320058C","","","","","","","","","","",""
"157.184.114.174","Lexmark L4","4514PTB300373","","","","","","","","","","",""
"157.184.114.188","Lexmark C736","94414N8","","","","","","","","","","",""
"157.184.114.172","Lexmark HeS","4514PTB301060","","","","","","","","","","",""
"157.184.114.225","Lexmark X463de","NXPLXJ80","","","","","","","","","","",""
"157.184.114.232","Lexmark X658de","TLA6CC00","","","","","","","","","","",""
"157.184.114.245","Lexmark W850dn","05 19801","","","","","","","","","","",""
"157.184.114.243","Lexmark X546","752794PTB2225","","","","","","","","","","",""
"157.184.114.251","Lexmark MX812","7463127900063","","","","","","","","","","",""
"157.184.114.246","Lexmark X646e","OATGI500","","","","","","","","","","",""
"157.184.114.193","Lexmark X738","752694PTBA055","","","","","","","","","","",""
"157.184.114.226","Lexmark X646e","7914P81","","","","","","","","","","",""
"157.184.116.100","Lexmark MX611dhe","701520720004R","","","","","","","","","","",""
"157.184.116.106","Lexmark MX310dn","701520720001D","","","","","","","","","","",""
"157.184.116.139","Lexmark T642","79030DV","","","","","","","","","","",""
"157.184.116.149","Lexmark MX511de","701520720002N","","","","","","","","","","",""
"157.184.116.152","Lexmark MX610de","701520720003M","","","","","","","","","","",""
"157.184.116.160","Lexmark T654","NKUZMOY0","","","","","","","","","","",""
"157.184.116.110","Lexmark X658de","PLT1001","","","","","","","","","","",""
"157.184.125.44","Lexmark X792","7562039401H4W","","","","","","","","","","",""
"157.184.127.118","Lexmark CS310","MP14WY","","","","","","","","","","",""
"157.184.127.121","Lexmark CS510","502794FST0062","","","","","","","","","","",""
"157.184.127.124","Mauer","45142072000CN","","","","","","","","","","",""
"157.184.127.138","Lexmark C534","9415MXY","","","","","","","","","","",""
"157.184.127.135","Tejada","4514207200020","","","","","","","","","","",""
"157.184.127.155","Lexmark C543","502794PTB2132","","","","","","","","","","",""
"157.184.127.182","Lexmark MS610de","4514207200096","","","","","","","","","","",""
"157.184.139.19","Lexmark CX310","MWY187","","","","","","","","","","",""
"157.184.139.24","Lexmark CS310","502794PTB2194","","","","","","","","","","",""
"157.184.139.32","Lexmark L4","4514PTB3300356","","","","","","","","","","",""
"157.184.139.61","Lexmark 6500e","4036106600910","","","","","","","","","","",""
"157.184.139.57","Lexmark MX710","7463127900036","","","","","","","","","","",""
"157.184.139.22","ModelName","","","","","","","","","","","",""
"157.184.139.74","Lexmark X543","752794PTB2023","","","","","","","","","","",""
"157.184.139.89","Lexmark H4b","4514PTB300196","","","","","","","","","","",""
"157.184.139.93","Lexmark MS810","406312790009K","","","","","","","","","","",""
"157.184.139.56","ModelName","","","","","","","","","","","",""
"157.184.139.110","Lexmark X792e","VJY54C","","","","","","","","","","",""
"157.184.139.117","Lexmark MS410dn","4514PTB300097","","","","","","","","","","",""
"157.184.139.135","Lexmark MX812","U9ZW4C","","","","","","","","","","",""
"157.184.139.90","ModelName","","","","","","","","","","","",""
"157.184.139.145","Lexmark X792e","MFUBN4","","","","","","","","","","",""
"157.184.139.141","Lexmark MS510dn","MAG8H0","","","","","","","","","","",""
"157.184.139.153","Unknown","UN0CHU00","","","","","","","","","","",""
"157.184.139.149","Lexmark Pro5500 Series","4447AA170002C","","","","","","","","","","",""
"157.184.139.158","Lexmark X654de","793331T","","","","","","","","","","",""
"157.184.139.155","Lexmark MX710","7463249900021","","","","","","","","","","",""
"157.184.139.140","Lexmark CS310","502794PTB2041","","","","","","","","","","",""
"157.184.139.118","ModelName","","","","","","","","","","","",""
"157.184.139.162","Lexmark MX611dhe","UUYH75","","","","","","","","","","",""
"157.184.139.163","Lexmark MS610dn","PTB3csi-pir24","","","","","","","","","","",""
"157.184.139.130","ModelName","","","","","","","","","","","",""
"157.184.139.166","Lexmark X646e","791KBC3","","","","","","","","","","",""
"157.184.139.123","ModelName","","","","","","","","","","","",""
"157.184.139.169","Lexmark MX811","7463239900010","","","","","","","","","","",""
"157.184.139.174","Lexmark X792e","00000000000000000000000000000000","","","","","","","","","","",""
"157.184.139.176","Lexmark MX310dn","701520720001H","","","","","","","","","","",""
"157.184.139.177","Lexmark MS510dn","UXZZ9Y","","","","","","","","","","",""
"157.184.139.152","Lexmark Pro5500 Series","","","","","","","","","","","",""
"157.184.139.183","Lexmark MX611dhe","701520720004G","","","","","","","","","","",""
"157.184.139.75","Lexmark MS811","4063127900089","","","","","","","","","","",""
"157.184.139.186","Lexmark MX811","U9ZW4C","","","","","","","","","","",""
"157.184.139.92","Lexmark MX812","NYDNYI7123456789","","","","","","","","","","",""
"157.184.139.190","Lexmark X654de","7937D3K","","","","","","","","","","",""
"157.184.139.77","ModelName","","","","","","","","","","","",""
"157.184.139.128","Lexmark MS812","E2R7C5","","","","","","","","","","",""
"157.184.139.84","ModelName","","","","","","","","","","","",""
"157.184.139.142","Lexmark C734","N79WS47","","","","","","","","","","",""
"157.184.139.144","Lexmark X792e","U17E14","","","","","","","","","","",""
"157.184.139.157","Lexmark X950","7558100403703","","","","","","","","","","",""
"157.184.139.204","Lexmark X651de","N3ONC18","","","","","","","","","","",""
"157.184.139.156","Lexmark Pro5500 Series","","","","","","","","","","","",""
"157.184.139.207","Lexmark CX310","752794PTB2019","","","","","","","","","","",""
"157.184.139.211","Lexmark CX310","M6Y0WI","","","","","","","","","","",""
"157.184.139.218","Lexmark Pro5000 Series","","","","","","","","","","","",""
"157.184.139.203","Lexmark CS410","502794PTB2124","","","","","","","","","","",""
"157.184.139.147","ModelName","","","","","","","","","","","",""
"157.184.139.230","Lexmark MX811","746324990001H","","","","","","","","","","",""
"157.184.139.231","Lexmark H4s","4514PTB301043","","","","","","","","","","",""
"157.184.139.234","Lexmark CX510","752794PTB1086","","","","","","","","","","",""
"157.184.139.217","ModelName","","","","","","","","","","","",""
"157.184.139.210","ModelName","","","","","","","","","","","",""
"157.184.139.238","Lexmark X546","NICQM7C0","","","","","","","","","","",""
"157.184.139.244","Lexmark CX310","752794PTB2183","","","","","","","","","","",""
"157.184.139.248","Lexmark H4b","4514PTB300439","","","","","","","","","","",""
"157.184.139.253","Lexmark X543","752794PTB2021","","","","","","","","","","",""
"157.184.139.196","Lexmark Pro5500 Series","","","","","","","","","","","",""
"157.184.139.185","Lexmark MS510dn","UUYH75","","","","","","","","","","",""
"157.184.139.215","Lexmark MX610","4514PTB301002","","","","","","","","","","",""
"157.184.139.225","Lexmark C792","DVT0092","","","","","","","","","","",""
"157.184.142.150","Lexmark X651de","UUYH75","","","","","","","","","","",""
"157.184.142.246","Lexmark 6500e","UWBEPU","","","","","","","","","","",""
"157.184.152.103","Lexmark Pro5500 Series","44470117000NY","","","","","","","","","","",""
"157.184.152.115","Lexmark Pro5500 Series","444701170020F","","","","","","","","","","",""
"157.184.152.208","Lexmark MX811","746324990001X","","","","","","","","","","",""
"157.184.164.46","Lexmark T656","795FD5H","","","","","","","","","","",""
"157.184.164.53","Lexmark X748","752615944025X","","","","","","","","","","",""
"157.184.164.63","Dell B5465dnf","C3PGSS1","","","","","","","","","","",""
"157.184.164.93","Lexmark C543","98125P0","","","","","","","","","","",""
"157.184.164.118","Lexmark X792","756200940004X","","","","","","","","","","",""
"157.184.164.116","Lexmark C544","94515YP","","","","","","","","","","",""
"157.184.165.224","Lexmark X656de","793YBP7","","","","","","","","","","",""
"157.184.165.240","Lexmark Pro4000 Series","4447F6170001D","","","","","","","","","","",""
"157.184.168.27","Lexmark X543","752794PTB2014","","","","","","","","","","",""
"157.184.168.88","Dell B3465dnf Laser MFP","GJZHSS1","","","","","","","","","","",""
"157.184.168.107","InfoPrint 1940 MFP","35P4GBH","","","","","","","","","","",""
"157.184.164.47","Nucleus SNMP Agent","","","","","","","","","","","",""
"157.184.165.64","Nucleus SNMP Agent","","","","","","","","","","","",""
"157.184.174.160","Lexmark S510 Series","J4830UADVT20293","","","","","","","","","","",""
"157.184.174.198","Lexmark Pro5500 Series","44470117001PL","","","","","","","","","","",""
"157.184.174.204","Lexmark Pro5500 Series","444701170027N","","","","","","","","","","",""
"157.184.174.205","Lexmark Pro4000 Series","4447011700LV4","","","","","","","","","","",""
"157.184.174.206","Lexmark Pro5500 Series","444701170042Z","","","","","","","","","","",""
"157.184.174.218","Lexmark Pro5500 Series","44470117002YX","","","","","","","","","","",""
"157.184.174.207","Lexmark Pro5500 Series","4447011700435","","","","","","","","","","",""
"157.184.176.93","Lexmark X792","756202940049G","","","","","","","","","","",""
"157.184.176.100","Lexmark X954","7558100451204","","","","","","","","","","",""
"157.184.176.101","Lexmark X925","754102325072X","","","","","","","","","","",""
"157.184.176.89","Lexmark T644","790029Y","","","","","","","","","","",""
"157.184.176.94","Lexmark T654","7934VHG","","","","","","","","","","",""
"157.184.176.95","Lexmark T656","PTHV110","","","","","","","","","","",""
"157.184.176.103","Lexmark C950","5058100252253","","","","","","","","","","",""
"157.184.176.98","Lexmark X654de","7933VXB","","","","","","","","","","",""
"157.184.176.97","Lexmark X466de","35P026V","","","","","","","","","","",""
"157.184.176.96","Lexmark X264dn","3500B6C","","","","","","","","","","",""
"157.184.176.102","Lexmark X864de","2458662","","","","","","","","","","",""
"157.184.176.90","Lexmark E460dw","72H10PC","","","","","","","","","","",""
"157.184.195.135","Lexmark Forms Printer 2590","9J-DVT10","","","","","","","","","","",""
"157.184.195.149","Lexmark C792","mirage0407b","","","","","","","","","","",""
"157.184.195.156","Lexmark X543","DVT0196","","","","","","","","","","",""
"157.184.195.140","Lexmark MS510dn","UUYH75","","","","","","","","","","",""
"157.184.195.185","Lexmark X463de","7IDO9Y00","","","","","","","","","","",""
"157.184.195.191","Lexmark X736de","9420XGF","","","","","","","","","","",""
"157.184.195.190","Lexmark MX710","746312790001L","","","","","","","","","","",""
"157.184.195.215","Lexmark MX812","746312790005Z","","","","","","","","","","",""
"157.184.195.221","Lexmark MX811","746324990001G","","","","","","","","","","",""
"157.184.195.214","ModelName","","","","","","","","","","","",""
"157.184.195.253","Lexmark X466dte","0607272","","","","","","","","","","",""
"157.184.195.144","Lexmark X651de","U9ZW4C","","","","","","","","","","",""
"157.184.195.150","Lexmark MX711","746323990002F","","","","","","","","","","",""
"157.184.195.243","Lexmark MX711","746324990003Z","","","","","","","","","","",""
"157.184.205.80","Lexmark X945e","4Z1JTU00","","","","","","","","","","",""
"157.184.205.147","Lexmark X792","N6H2P9I","","","","","","","","","","",""
"157.184.207.31","Lexmark X864de","2405364","","","","","","","","","","",""
"157.184.216.148","Lexmark X736de","94332HR","","","","","","","","","","",""
"157.184.216.214","Lexmark C543","98101HP","","","","","","","","","","",""
"157.184.217.75","Lexmark MX812","746312790006B","","","","","","","","","","",""
"157.184.217.115","Lexmark X658de","DVT0043","","","","","","","","","","",""
"157.184.217.161","Lexmark CX510","752794PTB2188","","","","","","","","","","",""
"157.184.217.181","Lexmark MS410dn","451420720000L","","","","","","","","","","",""
"157.184.217.197","Lexmark 6500e","U9ZW4C","","","","","","","","","","",""
"157.184.219.153","Lexmark X940e","N6VFMEY0","","","","","","","","","","",""
"157.184.219.239","Lexmark C510","NZTQ5T00","","","","","","","","","","",""
"157.184.219.242","Lexmark X651de","EZXLY000","","","","","","","","","","",""
"157.184.219.243","Lexmark X854e","0653677","","","","","","","","","","",""
"157.184.219.248","Lexmark X738de","NRD16050","","","","","","","","","","",""
"157.184.219.247","Lexmark X651de","NGBSZ2I0","","","","","","","","","","",""
"157.184.225.99","Lexmark X658de","7934KH8","","","","","","","","","","",""
"157.184.234.233","Lexmark X925","75410132505Y2","","","","","","","","","","",""
"157.184.241.183","Lexmark X952","7558100453909","","","","","","","","","","",""
"10.198.17.153","Lexmark CX310","MAG8H0","","","","","","","","","","",""
